ORIGIN,DESTINATION,Container Size,Price,Free Days,Per Diem
Zhengzhou,Istanbul,40HC,"$1,550",60,$10.00
Zhengzhou,"Denver, CO",40HC,$825,60,$10.00
Xian,Praha,40HC,"$1,100",60,$10.00
Xiamen,Jebel Ali,40HC,$140,60,$10.00
Wuhan,Malaszewicze,40HC,"$1,460",60,$10.00
Vladivostok,Ho Chi Minh City,40HC,$100,60,$10.00
Tianjinxingang,"Montreal, QC",40HC,$600,60,$10.00
Tianjin,"Tacoma, WA",40HC,$810,60,$10.00
Taicang,"Saint Louis, MO",40HC,$790,60,$10.00
Surabaya,Novosibirsk,40HC,"$1,120",60,$10.00
Surabaya,Krasnojarsk,40HC,"$1,120",60,$10.00
Shekou,Karachi,40HC,$150,60,$10.00
Shantou,Jebel Ali,40HC,$260,60,$10.00
Shanghai,"Memphis, TN",40HC,$825,60,$10.00
Shanghai,Karachi,40HC,$190,60,$10.00
Rotterdam,Jebel Ali,40HC,$100,60,$10.00
Port Kelang,Rotterdam,40HC,"$1,130",60,$10.00
Port Kelang,"Miami, FL",40HC,$820,60,$10.00
Port Kelang,Le Havre,40HC,"$1,200",60,$10.00
Port Kelang,Antwerp,40HC,"$1,530",60,$10.00
Ningbo,Istanbul,40HC,"$1,995",60,$10.00
Nhava Sheva,Hamburg,40HC,"$1,130",60,$10.00
Mundra,Novorossiysk,40HC,$960,60,$10.00
Mundra,Duisburg,40HC,$480,60,$10.00
Moscow,Houston,40HC,$210,60,$10.00
Moscow,Bangkok,40HC,$200,60,$10.00
Laem Chabang,"Dallas, TX",40HC,$260,60,$10.00
Karachi,Tianjin,40HC,$20,60,$10.00
Karachi,Shenzhen,40HC,$20,60,$10.00
Jebel Ali,Mundra,40HC,$160,60,$10.00
Jebel Ali,Karachi,40HC,$100,60,$10.00
Jebel Ali,Cochin,40HC,$200,60,$10.00
Istanbul,"Yekaterinburg, Sve",40HC,$290,60,$10.00
Istanbul,Qingdao,40HC,$580,60,$10.00
Istanbul,Novorossiysk,40HC,$290,60,$10.00
Istanbul,Moscow,40HC,$500,60,$10.00
Dalian,Nhava Sheva,40HC,$140,60,$10.00
Chengdu,Milano,40HC,"$1,700",60,$10.00
Yantian,"Tacoma, WA",20GP,$360,75,$5.00
Yantian,Southampton,40GP,"$1,450",75,$10.00
"Busan, Korea",Qingdao,40HC,$100,60,$10.00
Bangkok,Vladivostok,40HC,"$1,420",60,$10.00
Bangkok,"Denver, CO",40HC,$240,60,$10.00
Bangkok,"Dallas, TX",40HC,$290,60,$10.00
Yantian,Rotterdam,40GP,"$1,450",60,$10.00
Yantian,Novosibirsk,40GP,"$1,240",75,$10.00
Yantian,"New York, NY",20GP,$320,75,$5.00
Shanghai,Hamburg,40HC,$970,60,$10.00
Yantian,"New Orleans, LA",20GP,$445,75,$5.00
Shanghai,Duisburg,40HC,"$1,040",60,$10.00
Ningbo,Duisburg,40HC,"$1,075",60,$10.00
Gebze,Shanghai,40HC,$553,60,$10.00
Yantian,"Memphis, TN",20GP,$400,75,$5.00
Yantian,Malaszewicze,40GP,"$1,370",60,$10.00
Yantian,"Los Angeles, CA",20GP,$420,75,$5.00
Chongqing,"Yekaterinburg, Sve",40HC,"$2,170",60,$10.00
Chengdu,Malaszewicze,40HC,"$1,643",60,$10.00
Chengdu,Lodz,40HC,"$1,750",60,$10.00
Yantian,Istanbul,40GP,"$1,450",60,$10.00
Changsha,Malaszewicze,40HC,"$1,615",60,$10.00
Yantian,Houston,20GP,$695,75,$5.00
Yantian,Hamburg,40GP,"$1,450",60,$10.00
Zhengzhou,Southampton,40HC,"$2,110",60,$10.00
Zhengzhou,Liverpool,40HC,"$2,110",60,$10.00
Yantian,"El Paso, TX",20GP,$360,60,$5.00
Yantian,"Edmonton, AB",20GP,$210,75,$5.00
Zhengzhou,Helsinki,40HC,"$1,760",60,$10.00
Zhengzhou,Gdansk,40HC,"$2,210",60,$10.00
Yantian,"Denver, CO",20GP,$360,60,$5.00
Zhengzhou,Duisburg,40HC,"$1,050",60,$10.00
Yantian,"Dallas, TX",20GP,$260,75,$5.00
Zhengzhou,Budapest,40HC,"$2,080",60,$10.00
Zhengzhou,Aarhus,40HC,"$2,280",60,$10.00
"Yekaterinburg, Sve",Nhava Sheva,40HC,$100,60,$10.00
"Yekaterinburg, Sve",Izmir,40HC,$290,60,$10.00
Yantian,"Charleston, SC",20GP,$360,75,$5.00
Yantian,"Calgary, AB",20GP,$275,75,$5.00
Yantian,Budapest,40GP,"$1,510",60,$10.00
"Yekaterinburg, Sve",Chennai,40HC,$100,60,$10.00
Yantian,"Long Beach, CA",40HC,$900,60,$10.00
Yantian,"Kansas City, KS",40HC,$660,60,$10.00
Yantian,"Atlanta, GA",20GP,$330,75,$5.00
Yantian,Antwerp,40GP,"$1,450",60,$10.00
Xian,"Yekaterinburg, Sve",40GP,"$1,070",60,$10.00
Yantian,"Jacksonville, FL",40HC,$900,60,$10.00
Xian,St Petersburg,40GP,$900,60,$10.00
Yantian,Houston,40HC,$630,60,$10.00
Yantian,"Halifax, NS",40HC,$480,60,$10.00
Yantian,"El Paso, TX",40HC,$540,60,$10.00
Yantian,"Detroit, MI",40HC,"$1,090",60,$10.00
Yantian,"Dallas, TX",40HC,$840,60,$10.00
Xian,Novosibirsk,40GP,$980,60,$10.00
Yantian,"Columbus, OH",40HC,$900,60,$10.00
Xian,Moscow,40GP,"$1,150",60,$10.00
Xian,Minsk,40GP,"$1,250",60,$10.00
Yantian,"Cleveland, OH",40HC,$900,60,$10.00
Xian,Malaszewicze,40GP,"$1,300",60,$10.00
Yantian,"Charleston, SC",40HC,"$1,400",60,$10.00
Yantian,Budapest,40HC,"$1,550",60,$10.00
Yantian,"Baltimore, MD",40HC,$900,60,$10.00
Yantian,"Atlanta, GA",40HC,$900,60,$10.00
Xian,Krasnojarsk,40GP,"$1,150",60,$10.00
Xian,Southampton,40HC,"$1,900",60,$10.00
Xian,Rotterdam,40HC,"$1,730",60,$10.00
Xian,Ostrava,40HC,$990,60,$10.00
Xian,Novorossiysk,40HC,"$1,600",60,$10.00
Xian,Milano,40HC,"$2,000",60,$10.00
Xian,Madrid,40HC,"$2,000",60,$10.00
Xian,Lodz,40HC,"$1,830",60,$10.00
Xian,Le Havre,40HC,"$1,670",60,$10.00
Xian,Istanbul,40HC,"$2,170",60,$10.00
Xian,Helsinki,40HC,$10,60,$10.00
Xiamen,"Yekaterinburg, Sve",40GP,"$1,270",60,$10.00
Xian,Hamburg,40HC,"$2,030",60,$10.00
Xian,Genoa,40HC,"$1,650",60,$10.00
Xiamen,Vladivostok,40GP,$980,60,$10.00
Xiamen,Vienna,40GP,$10,45,$10.00
Xian,Copenhagen,40HC,"$2,160",60,$10.00
Xiamen,"Tampa, FL",40GP,"$1,200",45,$10.00
Xian,Barcelona (Spain),40HC,"$1,950",60,$10.00
Xiamen,"Tacoma, WA",40GP,"$1,200",45,$10.00
Xian,Aarhus,40HC,"$2,280",60,$10.00
Xiamen,"Tacoma, WA",20GP,$250,60,$5.00
Xiamen,St Petersburg,40GP,"$1,070",60,$10.00
Xiamen,St Petersburg,40HC,"$2,120",60,$10.00
Xiamen,Shekou,40HC,$10,60,$10.00
Xiamen,"Saskatoon, SK",40HC,$645,60,$10.00
Xiamen,"Seattle, WA",40GP,"$1,200",45,$10.00
Xiamen,"Salt Lake City, UT",40HC,$695,60,$10.00
Xiamen,"Seattle, WA",20GP,$570,60,$5.00
Xiamen,"Savannah, GA",40GP,"$1,200",45,$10.00
Xiamen,Nhava Sheva,40HC,$150,60,$10.00
Xiamen,"Salt Lake City, UT",40GP,"$1,200",45,$10.00
Xiamen,Munich,40HC,"$1,750",60,$10.00
Xiamen,"Salt Lake City, UT",20GP,$445,60,$5.00
Xiamen,"Saint Louis, MO",40GP,"$1,200",45,$10.00
Xiamen,Minsk,40HC,"$2,600",60,$10.00
Xiamen,Le Havre,40HC,"$1,210",60,$10.00
Xiamen,Karachi,40HC,$150,60,$10.00
Xiamen,Genoa,40HC,"$1,840",60,$10.00
Xiamen,Felixstowe,40HC,$970,60,$10.00
Xiamen,Dublin,40HC,"$1,080",60,$10.00
Xiamen,"Oakland, CA",40GP,"$1,200",45,$10.00
Xiamen,"Detroit, MI",40HC,$900,60,$10.00
Xiamen,Novosibirsk,40GP,$900,60,$10.00
Xiamen,"Norfolk, VA",40GP,"$1,200",45,$10.00
Xiamen,Aarhus,40HC,$10,60,$10.00
Xiamen,"New York, NY",40GP,"$1,200",45,$10.00
Wuhan,"Yekaterinburg, Sve",40HC,"$2,300",60,$10.00
Xiamen,"New York, NY",20GP,$420,75,$5.00
Xiamen,"New Orleans, LA",40GP,"$1,200",45,$10.00
Xiamen,Munich,40GP,$10,45,$10.00
Wuhan,Southampton,40HC,"$2,110",60,$10.00
Xiamen,Moscow,40GP,$980,60,$10.00
Wuhan,Novosibirsk,40HC,"$2,130",60,$10.00
Wuhan,Novorossiysk,40HC,"$1,700",60,$10.00
Xiamen,"Minneapolis, MN",40GP,"$1,200",45,$10.00
Wuhan,Milano,40HC,"$1,450",60,$10.00
Wuhan,Manchester,40HC,"$1,780",60,$10.00
Xiamen,"Miami, FL",40GP,"$1,200",45,$10.00
Wuhan,Liverpool,40HC,"$2,110",60,$10.00
Xiamen,"Memphis, TN",40GP,"$1,200",45,$10.00
Wuhan,Istanbul,40HC,"$2,460",60,$10.00
Wuhan,Helsinki,40HC,"$1,760",60,$10.00
Wuhan,Genoa,40HC,"$1,890",60,$10.00
Xiamen,Malaszewicze,40GP,$910,60,$10.00
Wuhan,Gdansk,40HC,"$2,120",60,$10.00
Wuhan,Budapest,40HC,"$1,750",60,$10.00
Xiamen,"Los Angeles, CA",40GP,"$1,200",45,$10.00
Wuhan,Barcelona (Spain),40HC,"$1,950",60,$10.00
Xiamen,"Los Angeles, CA",20GP,$480,75,$5.00
Xiamen,"Long Beach, CA",40GP,"$1,200",75,$10.00
Wuhan,Aarhus,40HC,"$2,280",60,$10.00
Warsaw,Yiwu,40HC,"$1,380",60,$10.00
Warsaw,Shenzhen,40HC,"$1,080",60,$10.00
Xiamen,Leeds,40GP,"$1,200",75,$10.00
Vladivostok,Nhava Sheva,40HC,$120,60,$10.00
Vladivostok,Mundra,40HC,$100,60,$10.00
Xiamen,Krasnojarsk,40GP,"$1,060",60,$10.00
Vladivostok,Moscow,40HC,"$1,000",60,$10.00
Vladivostok,Laem Chabang,40HC,$200,60,$10.00
Vladivostok,Istanbul,40HC,$290,60,$10.00
Vladivostok,Chennai,40HC,$330,60,$10.00
Tianjinxingang,Southampton,40HC,"$1,780",60,$10.00
Xiamen,Houston,20GP,$490,75,$5.00
Tianjinxingang,Rotterdam,40HC,"$1,520",60,$10.00
Tianjinxingang,Istanbul,40HC,"$1,920",60,$10.00
Tianjinxingang,Helsinki,40HC,$10,60,$10.00
Tianjinxingang,Budapest,40HC,"$1,580",60,$10.00
Tianjinxingang,Aarhus,40HC,$10,60,$10.00
Tianjin,St Petersburg,40HC,"$1,930",60,$10.00
Tianjin,"Saskatoon, SK",40HC,$400,60,$10.00
Tianjin,"Salt Lake City, UT",40HC,$720,60,$10.00
Xiamen,"El Paso, TX",20GP,$445,60,$5.00
Xiamen,"Edmonton, AB",20GP,$300,75,$5.00
Tianjin,Moscow,40HC,"$2,070",60,$10.00
Tianjin,Minsk,40HC,"$2,070",60,$10.00
Tianjin,"Halifax, NS",40HC,$640,60,$10.00
Tianjin,"Denver, CO",40HC,$440,60,$10.00
Xiamen,"Denver, CO",20GP,$250,60,$5.00
Taichung,St Petersburg,40HC,"$1,460",60,$10.00
Xiamen,"Dallas, TX",20GP,$380,75,$5.00
Taichung,Southampton,40HC,"$1,480",60,$10.00
Taichung,Shanghai,40HC,$30,60,$10.00
Taichung,Karachi,40HC,$30,60,$10.00
Taichung,Grangemouth,40HC,"$1,480",60,$10.00
Xiamen,"Charleston, SC",20GP,$600,75,$5.00
Xiamen,"Calgary, AB",20GP,$330,75,$5.00
Taichung,Chennai,40HC,$100,60,$10.00
Taicang,St Petersburg,40HC,"$2,100",60,$10.00
Taicang,"Salt Lake City, UT",40HC,$560,60,$10.00
Taicang,Moscow,40HC,"$2,278",60,$10.00
Taicang,Malaszewicze,40HC,"$1,120",60,$10.00
Xiamen,"Atlanta, GA",20GP,$270,75,$5.00
Taicang,Hamburg,40HC,$960,60,$10.00
Taicang,Duisburg,40HC,"$1,240",60,$10.00
Taicang,"Baltimore, MD",40HC,$750,60,$10.00
Taicang,Aarhus,40HC,$10,60,$10.00
Wuhan,"Yekaterinburg, Sve",40GP,"$1,150",60,$10.00
Surabaya,"Yekaterinburg, Sve",40HC,"$2,110",60,$10.00
Wuhan,Vladivostok,40GP,"$1,070",60,$10.00
Wuhan,St Petersburg,40GP,$980,60,$10.00
Surabaya,Vladivostok,40HC,"$1,800",60,$10.00
Surabaya,Vienna,40HC,$10,60,$10.00
Surabaya,"Toronto, ON",40HC,$10,60,$10.00
Surabaya,St Petersburg,40HC,"$1,450",60,$10.00
Surabaya,Munich,40HC,$10,60,$10.00
Surabaya,Moscow,40HC,"$1,750",60,$10.00
Surabaya,Marseille,40HC,$10,60,$10.00
Wuhan,Novosibirsk,40GP,$980,60,$10.00
Surabaya,Liverpool,40HC,$10,60,$10.00
Surabaya,Le Havre,40HC,$10,60,$10.00
Surabaya,Gothenburg,40HC,$10,60,$10.00
Surabaya,"Dallas, TX",40HC,$10,60,$10.00
Wuhan,Moscow,40GP,"$1,330",60,$10.00
Surabaya,Copenhagen,40HC,$10,60,$10.00
Wuhan,Minsk,40GP,"$1,350",60,$10.00
Surabaya,"Baltimore, MD",40HC,$10,60,$10.00
Surabaya,Aarhus,40HC,$10,60,$10.00
St Petersburg,Nhava Sheva,40HC,$50,60,$10.00
St Petersburg,Mundra,40HC,$50,60,$10.00
St Petersburg,Mersin,40HC,$290,60,$10.00
St Petersburg,Karachi,40HC,$50,60,$10.00
St Petersburg,"Istanbul, Ambarli Port E. Side",40HC,$290,60,$10.00
Singapore,Warsaw,40HC,"$2,390",60,$10.00
Singapore,"Tacoma, WA",40HC,$670,60,$10.00
Singapore,St Petersburg,40HC,"$1,230",60,$10.00
Singapore,"Saskatoon, SK",40HC,$630,60,$10.00
Singapore,"Minneapolis, MN",40HC,$770,60,$10.00
Singapore,"Denver, CO",40HC,$530,60,$10.00
Shenzhen,"Tacoma, WA",40HC,$890,60,$10.00
Shenzhen,"Tacoma, WA",40HC,$890,60,$10.00
Shenzhen,St Petersburg,40HC,"$3,270",60,$10.00
Shenzhen,St Petersburg,40HC,"$3,270",60,$10.00
Shenzhen,"Seattle, WA",40HC,$950,60,$10.00
Shenzhen,"Seattle, WA",40HC,$980,60,$10.00
Shenzhen,"Saskatoon, SK",40HC,$640,60,$10.00
Shenzhen,"Saskatoon, SK",40HC,$645,60,$10.00
Shenzhen,"Salt Lake City, UT",40HC,$400,60,$10.00
Shenzhen,"Salt Lake City, UT",40HC,$400,60,$10.00
Shenzhen,"Saint Louis, MO",40HC,$490,60,$10.00
Shenzhen,"Saint Louis, MO",40HC,$645,60,$10.00
Shenzhen,Novosibirsk,40HC,"$3,160",60,$10.00
Shenzhen,Munich,40HC,"$1,500",60,$10.00
Shenzhen,Munich,40HC,"$1,500",60,$10.00
Shenzhen,Moscow,40HC,"$2,500",60,$10.00
Shenzhen,Moscow,40HC,"$2,490",60,$10.00
Shenzhen,Malaszewicze,40HC,"$1,480",60,$10.00
Shenzhen,London,40HC,"$1,600",60,$10.00
Shenzhen,London,40HC,"$1,600",60,$10.00
